Algorithm,Best Fitness,Best Found At Evaluation,Best Solution ID,Candidate Type,Crossover Hamming Parent 1,Crossover Hamming Parent 2,Dataset,Evaluation,Experiment Name,Final Percentage,Fitness,Generation,Improved Best,Initial Percentage,Model,Mutation Applied,Mutation Hamming Distance,Mutation Swaps,Offspring Number,Parent 1 Fitness,Parent 1 ID,Parent 1 Index,Parent 2 Fitness,Parent 2 ID,Parent 2 Index,Parent Hamming Distance,Population Slot,Requested Keep Percentage,Run ID,Search Seed,Selected Instances,Solution ID,Split Seed,Target Metric,Training Seed,accuracy,best_epoch,best_validation_loss,candidate_duration_seconds,epochs_trained,evaluation_loss,evaluation_split,f1,precision,recall,training_seed
GEN,0.9631666666666666,1,1,initial,,,MNIST,1,prelim_features_mnist_resnext_GEN_kp25,0.25,0.9631666666666666,0,True,0.25,resnext,False,0,0,,,,,,,,,1,0.25,MNIST_resnext_GEN_accuracy_kp2500_seed789,789,12000,1,42,accuracy,100789,0.9631666666666666,10,0.12740481945623955,12.968137616291642,10,0.12740481945623955,valid,0.9626097514817756,0.96274736415743,0.9625973196864763,100789
GEN,0.9646666666666667,2,2,initial,,,MNIST,2,prelim_features_mnist_resnext_GEN_kp25,0.25,0.9646666666666667,0,True,0.25,resnext,False,0,0,,,,,,,,,2,0.25,MNIST_resnext_GEN_accuracy_kp2500_seed789,789,12000,2,42,accuracy,100789,0.9646666666666667,10,0.12410221366335948,12.979622729122639,10,0.12410221366335948,valid,0.9641053570551008,0.9642827443321682,0.9639969542485727,100789
GEN,0.9646666666666667,2,2,initial,,,MNIST,3,prelim_features_mnist_resnext_GEN_kp25,0.25,0.9633333333333334,0,False,0.25,resnext,False,0,0,,,,,,,,,3,0.25,MNIST_resnext_GEN_accuracy_kp2500_seed789,789,12000,3,42,accuracy,100789,0.9633333333333334,10,0.12879809356480837,13.067823817953467,10,0.12879809356480837,valid,0.9626890412385404,0.9635049652105578,0.962353572759399,100789
GEN,0.9646666666666667,2,2,initial,,,MNIST,4,prelim_features_mnist_resnext_GEN_kp25,0.25,0.96325,0,False,0.25,resnext,False,0,0,,,,,,,,,4,0.25,MNIST_resnext_GEN_accuracy_kp2500_seed789,789,12000,4,42,accuracy,100789,0.96325,10,0.12894471261898677,12.996644586324692,10,0.12894471261898677,valid,0.9626237602102075,0.9629243768657967,0.9624825616942545,100789
GEN,0.9646666666666667,2,2,initial,,,MNIST,5,prelim_features_mnist_resnext_GEN_kp25,0.25,0.9628333333333333,0,False,0.25,resnext,False,0,0,,,,,,,,,5,0.25,MNIST_resnext_GEN_accuracy_kp2500_seed789,789,12000,5,42,accuracy,100789,0.9628333333333333,10,0.1292130415265759,12.980536295101047,10,0.1292130415265759,valid,0.962244600723278,0.9627628676666964,0.9620161577247839,100789
GEN,0.9646666666666667,2,2,initial,,,MNIST,6,prelim_features_mnist_resnext_GEN_kp25,0.25,0.9631666666666666,0,False,0.25,resnext,False,0,0,,,,,,,,,6,0.25,MNIST_resnext_GEN_accuracy_kp2500_seed789,789,12000,6,42,accuracy,100789,0.9631666666666666,10,0.12886313896874588,13.039381019771099,10,0.12886313896874588,valid,0.9625112801583116,0.9626923308717951,0.9624854720587053,100789
GEN,0.9646666666666667,2,2,initial,,,MNIST,7,prelim_features_mnist_resnext_GEN_kp25,0.25,0.964,0,False,0.25,resnext,False,0,0,,,,,,,,,7,0.25,MNIST_resnext_GEN_accuracy_kp2500_seed789,789,12000,7,42,accuracy,100789,0.964,10,0.12475685600191355,12.994046507403255,10,0.12475685600191355,valid,0.9633590395563593,0.963368037103387,0.9634185660446356,100789
GEN,0.9646666666666667,2,2,initial,,,MNIST,8,prelim_features_mnist_resnext_GEN_kp25,0.25,0.9629166666666666,0,False,0.25,resnext,False,0,0,,,,,,,,,8,0.25,MNIST_resnext_GEN_accuracy_kp2500_seed789,789,12000,8,42,accuracy,100789,0.9629166666666666,10,0.12728292914479972,12.960631096735597,10,0.12728292914479972,valid,0.9623976373782097,0.9625922755703684,0.9623085586457822,100789
GEN,0.9646666666666667,2,2,initial,,,MNIST,9,prelim_features_mnist_resnext_GEN_kp25,0.25,0.9624166666666667,0,False,0.25,resnext,False,0,0,,,,,,,,,9,0.25,MNIST_resnext_GEN_accuracy_kp2500_seed789,789,12000,9,42,accuracy,100789,0.9624166666666667,10,0.12751734475543103,12.996055159717798,10,0.12751734475543103,valid,0.9617292832203326,0.9622246906190142,0.9615286400055195,100789
GEN,0.9646666666666667,2,2,initial,,,MNIST,10,prelim_features_mnist_resnext_GEN_kp25,0.25,0.9635,0,False,0.25,resnext,False,0,0,,,,,,,,,10,0.25,MNIST_resnext_GEN_accuracy_kp2500_seed789,789,12000,10,42,accuracy,100789,0.9635,10,0.12729378183434406,12.939300931990147,10,0.12729378183434406,valid,0.9628980196584525,0.9630224431857899,0.9628724837086992,100789
