Algorithm,Best Fitness,Best Found At Evaluation,Best Solution ID,Candidate Type,Crossover Hamming Parent 1,Crossover Hamming Parent 2,Dataset,Evaluation,Experiment Name,Final Percentage,Fitness,Generation,Improved Best,Initial Percentage,Local Current Solution ID After,Local Current Solution ID Before,Local Fitness After,Local Fitness Before,Local Search Accepted,Local Search Applied,Local Search Hamming Distance,Local Search Origin Evaluation,Local Search Origin Solution ID,Local Search Step,Model,Mutation Applied,Mutation Hamming Distance,Mutation Swaps,Offspring Number,Parent 1 Fitness,Parent 1 ID,Parent 1 Index,Parent 2 Fitness,Parent 2 ID,Parent 2 Index,Parent Hamming Distance,Population Slot,Requested Keep Percentage,Run ID,Search Seed,Selected Instances,Solution ID,Split Seed,Target Metric,Training Seed,accuracy,best_epoch,best_validation_loss,candidate_duration_seconds,epochs_trained,evaluation_loss,evaluation_split,f1,precision,recall,training_seed
MEM,0.9709166666666667,1,1,initial,,,MNIST,1,prelim_features_mnist_alexnet_MEM_kp50,0.5,0.9709166666666667,0,True,0.5,,,,,,False,0,,,0,alexnet,False,0,0,,,,,,,,,1,0.5,MNIST_alexnet_MEM_accuracy_kp5000_seed1024,1024,24000,1,42,accuracy,101024,0.9709166666666667,9,0.0981474520910997,22.991395173594356,10,0.0981474520910997,valid,0.9705036605757099,0.9708462153336723,0.9704199566012452,101024
MEM,0.9709166666666667,1,1,initial,,,MNIST,2,prelim_features_mnist_alexnet_MEM_kp50,0.5,0.9706666666666667,0,False,0.5,,,,,,False,0,,,0,alexnet,False,0,0,,,,,,,,,2,0.5,MNIST_alexnet_MEM_accuracy_kp5000_seed1024,1024,24000,2,42,accuracy,101024,0.9706666666666667,10,0.09763442688994109,22.415171317756176,10,0.09763442688994109,valid,0.9702527135589699,0.9702815406630171,0.9703034014462176,101024
MEM,0.9709166666666667,1,1,initial,,,MNIST,3,prelim_features_mnist_alexnet_MEM_kp50,0.5,0.9689166666666666,0,False,0.5,,,,,,False,0,,,0,alexnet,False,0,0,,,,,,,,,3,0.5,MNIST_alexnet_MEM_accuracy_kp5000_seed1024,1024,24000,3,42,accuracy,101024,0.9689166666666666,10,0.0943046810803935,22.491465037688613,10,0.0943046810803935,valid,0.9684547518420038,0.9684551762881399,0.9686986602826201,101024
MEM,0.9709166666666667,1,1,initial,,,MNIST,4,prelim_features_mnist_alexnet_MEM_kp50,0.5,0.9698333333333333,0,False,0.5,,,,,,False,0,,,0,alexnet,False,0,0,,,,,,,,,4,0.5,MNIST_alexnet_MEM_accuracy_kp5000_seed1024,1024,24000,4,42,accuracy,101024,0.9698333333333333,6,0.09562713115041455,22.390821242704988,10,0.09562713115041455,valid,0.9694290807665634,0.9694461214149317,0.9694734356593729,101024
MEM,0.9709166666666667,1,1,initial,,,MNIST,5,prelim_features_mnist_alexnet_MEM_kp50,0.5,0.9703333333333334,0,False,0.5,,,,,,False,0,,,0,alexnet,False,0,0,,,,,,,,,5,0.5,MNIST_alexnet_MEM_accuracy_kp5000_seed1024,1024,24000,5,42,accuracy,101024,0.9703333333333334,8,0.09945674041938037,22.399058816954494,10,0.09945674041938037,valid,0.969926549384396,0.9702998115787812,0.9698179375173817,101024
MEM,0.9709166666666667,1,1,initial,,,MNIST,6,prelim_features_mnist_alexnet_MEM_kp50,0.5,0.96975,0,False,0.5,,,,,,False,0,,,0,alexnet,False,0,0,,,,,,,,,6,0.5,MNIST_alexnet_MEM_accuracy_kp5000_seed1024,1024,24000,6,42,accuracy,101024,0.96975,10,0.09357356579167148,22.449077567085624,10,0.09357356579167148,valid,0.9692844442779004,0.9692954640325968,0.9697022229279957,101024
MEM,0.9709166666666667,1,1,initial,,,MNIST,7,prelim_features_mnist_alexnet_MEM_kp50,0.5,0.9704166666666667,0,False,0.5,,,,,,False,0,,,0,alexnet,False,0,0,,,,,,,,,7,0.5,MNIST_alexnet_MEM_accuracy_kp5000_seed1024,1024,24000,7,42,accuracy,101024,0.9704166666666667,9,0.09414210481344101,22.40025371685624,10,0.09414210481344101,valid,0.9699772648960572,0.9701355366144322,0.969968304249653,101024
MEM,0.971,8,8,initial,,,MNIST,8,prelim_features_mnist_alexnet_MEM_kp50,0.5,0.971,0,True,0.5,,,,,,False,0,,,0,alexnet,False,0,0,,,,,,,,,8,0.5,MNIST_alexnet_MEM_accuracy_kp5000_seed1024,1024,24000,8,42,accuracy,101024,0.971,9,0.09468954280670733,22.439796648919582,10,0.09468954280670733,valid,0.9705661947226762,0.9707416954626573,0.9704681742807317,101024
MEM,0.971,8,8,initial,,,MNIST,9,prelim_features_mnist_alexnet_MEM_kp50,0.5,0.9686666666666667,0,False,0.5,,,,,,False,0,,,0,alexnet,False,0,0,,,,,,,,,9,0.5,MNIST_alexnet_MEM_accuracy_kp5000_seed1024,1024,24000,9,42,accuracy,101024,0.9686666666666667,8,0.0957601615083404,22.3984020575881,10,0.0957601615083404,valid,0.9683297842481073,0.9683762306217156,0.9684346452384563,101024
MEM,0.971,8,8,initial,,,MNIST,10,prelim_features_mnist_alexnet_MEM_kp50,0.5,0.968,0,False,0.5,,,,,,False,0,,,0,alexnet,False,0,0,,,,,,,,,10,0.5,MNIST_alexnet_MEM_accuracy_kp5000_seed1024,1024,24000,10,42,accuracy,101024,0.968,10,0.10964647591502096,22.400166606530547,10,0.10964647591502096,valid,0.9675720240054012,0.9680530987627256,0.9675392865088195,101024
